bioguide_id,year_quarter,year,emi_mean,n,party_name,chamber,channel,legislative_opposition,presidential_opposition
B000575,2016Q2,2016,0.5969512027065563,609,Republican Party,S,Twitter,0,1
B000575,2016Q4,2016,0.72440117749195,267,Republican Party,S,Twitter,0,1
B000575,2017Q2,2017,0.7372915420641142,201,Republican Party,S,Twitter,0,0
B000575,2017Q3,2017,0.6298398061358952,189,Republican Party,S,Twitter,0,0
B000575,2017Q4,2017,0.42230757675961056,250,Republican Party,S,Twitter,0,0
B000575,2018Q1,2018,0.6464860156894562,289,Republican Party,S,Twitter,0,0
B000575,2018Q3,2018,0.9802858695467868,308,Republican Party,S,Twitter,0,0
B000575,2019Q1,2019,0.7001769957296138,257,Republican Party,S,Twitter,0,0
B000575,2019Q2,2019,0.6457119155128458,304,Republican Party,S,Twitter,0,0
B000575,2019Q4,2019,0.7718689052271014,268,Republican Party,S,Twitter,0,0
B000575,2020Q1,2020,0.6469391083249877,246,Republican Party,S,Twitter,0,0
B000575,2020Q2,2020,0.9826569385295301,295,Republican Party,S,Twitter,0,0
B000575,2020Q4,2020,0.8855652504767734,286,Republican Party,S,Twitter,0,0
B000575,2022Q1,2022,0.30860026516561484,207,Republican Party,S,Twitter,0,1
B000575,2022Q2,2022,0.5686693794028854,130,Republican Party,S,Twitter,0,1
B000668,2022Q2,2022,-0.45247479024137327,76,Republican Party,H,Twitter,1,1
B000740,2022Q2,2022,-0.2645701695371562,145,Republican Party,H,Twitter,1,1
B000755,2013Q2,2013,-0.10294869366238389,711,Republican Party,H,Twitter,0,1
B000755,2014Q1,2014,-0.21228274902989247,579,Republican Party,H,Twitter,0,1
B000755,2014Q2,2014,-0.17665632308159346,449,Republican Party,H,Twitter,0,1
B000755,2015Q1,2015,-0.12832107386559752,117,Republican Party,H,Twitter,0,1
B000755,2015Q2,2015,-0.0006874588056502345,137,Republican Party,H,Twitter,0,1
B000755,2015Q4,2015,0.07504515664683148,111,Republican Party,H,Twitter,0,1
B000755,2016Q2,2016,0.1162947717766186,75,Republican Party,H,Twitter,0,1
B000755,2016Q4,2016,-0.006155963688530413,111,Republican Party,H,Twitter,0,1
B000755,2017Q1,2017,-0.1980942224983598,105,Republican Party,H,Twitter,0,0
B000755,2017Q4,2017,-0.08050948684995538,92,Republican Party,H,Twitter,0,0
B000755,2018Q3,2018,-0.08152017540965374,96,Republican Party,H,Twitter,0,0
B000755,2019Q2,2019,-0.31656351888482487,213,Republican Party,H,Twitter,1,0
B000755,2019Q4,2019,-0.433665884026066,217,Republican Party,H,Twitter,1,0
B000755,2020Q2,2020,0.29809842328911984,210,Republican Party,H,Twitter,1,0
B000755,2021Q4,2021,-0.48237226830028435,118,Republican Party,H,Twitter,1,1
B000755,2022Q3,2022,-0.7103461682478136,95,Republican Party,H,Twitter,1,1
B000755,2022Q4,2022,-0.6477024180721411,87,Republican Party,H,Twitter,1,1
B000825,2021Q1,2021,-0.7387234390673463,151,Republican Party,H,Twitter,1,1
B000825,2022Q2,2022,-0.8063927019295006,114,Republican Party,H,Twitter,1,1
B000944,2013Q1,2013,0.1766157369578638,91,Democratic Party,S,Twitter,0,0
B000944,2013Q2,2013,0.06631013370852896,76,Democratic Party,S,Twitter,0,0
B000944,2013Q3,2013,-0.04114443605209965,62,Democratic Party,S,Twitter,0,0
B000944,2013Q4,2013,0.29318345611337177,68,Democratic Party,S,Twitter,0,0
B000944,2014Q1,2014,0.1380898105495411,110,Democratic Party,S,Twitter,0,0
B000944,2014Q2,2014,0.1755733898998665,109,Democratic Party,S,Twitter,0,0
B000944,2014Q4,2014,-0.029620385393013583,65,Democratic Party,S,Twitter,0,0
B000944,2015Q1,2015,-0.09709580755712692,109,Democratic Party,S,Twitter,1,0
B000944,2015Q2,2015,-0.24328949894601673,106,Democratic Party,S,Twitter,1,0
B000944,2015Q3,2015,-0.0121093528561433,67,Democratic Party,S,Twitter,1,0
B000944,2015Q4,2015,0.31937749301471274,44,Democratic Party,S,Twitter,1,0
B000944,2016Q1,2016,0.16034691676959753,110,Democratic Party,S,Twitter,1,0
B000944,2016Q2,2016,-0.14683668516420664,119,Democratic Party,S,Twitter,1,0
B000944,2016Q4,2016,-0.14161535621736598,59,Democratic Party,S,Twitter,1,0
B000944,2017Q1,2017,-0.21969441124693348,172,Democratic Party,S,Twitter,1,1
B000944,2017Q3,2017,-0.18572964892431945,458,Democratic Party,S,Twitter,1,1
B000944,2017Q4,2017,-0.13897173330916954,375,Democratic Party,S,Twitter,1,1
B000944,2018Q1,2018,-0.09925052376516112,266,Democratic Party,S,Twitter,1,1
B000944,2018Q2,2018,0.057429553337108745,312,Democratic Party,S,Twitter,1,1
B000944,2018Q3,2018,0.1384835415148994,271,Democratic Party,S,Twitter,1,1
B000944,2018Q4,2018,-0.0227584017479788,236,Democratic Party,S,Twitter,1,1
B000944,2019Q1,2019,-0.3083551655575381,325,Democratic Party,S,Twitter,1,1
B000944,2019Q2,2019,-0.1507313976958744,328,Democratic Party,S,Twitter,1,1
B000944,2019Q3,2019,-0.08650503127753177,235,Democratic Party,S,Twitter,1,1
B000944,2019Q4,2019,-0.25267419338366637,138,Democratic Party,S,Twitter,1,1
B000944,2020Q1,2020,-0.008536266516037543,246,Democratic Party,S,Twitter,1,1
B000944,2020Q3,2020,-0.5492579739229232,201,Democratic Party,S,Twitter,1,1
B000944,2020Q4,2020,-0.37939975626237,163,Democratic Party,S,Twitter,1,1
B000944,2021Q1,2021,-0.18106321927729727,152,Democratic Party,S,Twitter,1,0
B000944,2021Q2,2021,0.14931558658875874,124,Democratic Party,S,Twitter,1,0
B000944,2021Q3,2021,-0.09308150515154562,106,Democratic Party,S,Twitter,1,0
B000944,2021Q4,2021,0.06342175637366672,103,Democratic Party,S,Twitter,1,0
B000944,2022Q1,2022,0.09567423441374306,108,Democratic Party,S,Twitter,1,0
B000944,2022Q2,2022,0.05416828379689732,121,Democratic Party,S,Twitter,1,0
B000944,2022Q3,2022,0.07465442391350273,114,Democratic Party,S,Twitter,1,0
B001135,2013Q2,2013,-0.3647541175937584,81,Republican Party,S,Twitter,1,1
B001135,2013Q3,2013,-0.09736208931577334,72,Republican Party,S,Twitter,1,1
B001135,2014Q1,2014,0.23476273224525546,80,Republican Party,S,Twitter,1,1
B001135,2014Q2,2014,0.419153491384249,69,Republican Party,S,Twitter,1,1
B001135,2015Q1,2015,-0.04653088072206144,112,Republican Party,S,Twitter,0,1
B001135,2015Q2,2015,-0.11124843564538772,121,Republican Party,S,Twitter,0,1
B001135,2015Q4,2015,0.10976397000194833,95,Republican Party,S,Twitter,0,1
B001223,2021Q4,2021,0.08045368452016913,178,Democratic Party,H,Twitter,0,0
B001230,2015Q3,2015,0.11519142283243915,606,Democratic Party,S,Twitter,1,0
B001230,2017Q1,2017,-0.2869325023872662,561,Democratic Party,S,Twitter,1,1
B001230,2017Q3,2017,-0.015925020892090053,462,Democratic Party,S,Twitter,1,1
B001230,2019Q2,2019,-0.06362410526696452,327,Democratic Party,S,Twitter,1,1
B001230,2019Q4,2019,0.11468853755281011,284,Democratic Party,S,Twitter,1,1
B001236,2014Q4,2014,0.27812613973297856,67,Republican Party,S,Twitter,1,1
B001236,2015Q1,2015,0.21630795296225497,141,Republican Party,S,Twitter,0,1
B001236,2015Q4,2015,0.39325937949043316,76,Republican Party,S,Twitter,0,1
B001236,2016Q2,2016,0.522773608898822,192,Republican Party,S,Twitter,0,1
B001236,2016Q3,2016,0.5442500519482553,222,Republican Party,S,Twitter,0,1
B001236,2017Q4,2017,0.35838429449134995,144,Republican Party,S,Twitter,0,0
B001236,2018Q2,2018,0.46884475796791497,228,Republican Party,S,Twitter,0,0
B001236,2019Q1,2019,0.6609283807166149,222,Republican Party,S,Twitter,0,0
B001236,2019Q3,2019,0.7134331304478714,225,Republican Party,S,Twitter,0,0
B001236,2019Q4,2019,0.4805411564684507,194,Republican Party,S,Twitter,0,0
B001236,2021Q4,2021,0.07098522563128923,220,Republican Party,S,Twitter,0,1
B001236,2022Q3,2022,0.1987330756172035,198,Republican Party,S,Twitter,0,1
B001243,2013Q2,2013,-0.3308876766358766,176,Republican Party,H,Twitter,0,1
B001243,2013Q3,2013,-0.265021844976475,182,Republican Party,H,Twitter,0,1
B001243,2013Q4,2013,-0.2908556225616313,197,Republican Party,H,Twitter,0,1
B001243,2014Q1,2014,-0.5027567779590325,149,Republican Party,H,Twitter,0,1
B001243,2014Q2,2014,-0.2805173354052755,153,Republican Party,H,Twitter,0,1
B001243,2014Q3,2014,-0.1952147434022313,170,Republican Party,H,Twitter,0,1
B001243,2015Q1,2015,-0.30804998616594165,146,Republican Party,H,Twitter,0,1
B001243,2015Q2,2015,-0.18939351493145012,183,Republican Party,H,Twitter,0,1
B001243,2015Q3,2015,-0.37557185375776597,222,Republican Party,H,Twitter,0,1
B001243,2015Q4,2015,-0.13896295579804438,214,Republican Party,H,Twitter,0,1
B001243,2016Q2,2016,-0.04541468854787412,208,Republican Party,H,Twitter,0,1
B001243,2016Q3,2016,-0.2521079636857436,152,Republican Party,H,Twitter,0,1
B001243,2017Q1,2017,0.15914844620311128,114,Republican Party,H,Twitter,0,0
B001243,2019Q2,2019,0.07652576223136956,195,Republican Party,S,Twitter,0,0
B001243,2019Q3,2019,-0.0438517444806088,237,Republican Party,S,Twitter,0,0
B001243,2019Q4,2019,-0.5532753705344942,409,Republican Party,S,Twitter,0,0
B001243,2020Q1,2020,-0.36500762319581076,421,Republican Party,S,Twitter,0,0
B001243,2020Q2,2020,-0.7524887707600025,548,Republican Party,S,Twitter,0,0
B001243,2020Q4,2020,-0.5154859087510931,499,Republican Party,S,Twitter,0,0
B001243,2021Q1,2021,-0.6450027425143001,425,Republican Party,S,Twitter,0,1
B001243,2021Q2,2021,-0.9585810877439562,375,Republican Party,S,Twitter,0,1
B001243,2021Q3,2021,-1.1612152744018542,764,Republican Party,S,Twitter,0,1
B001243,2021Q4,2021,-1.1444886150840021,653,Republican Party,S,Twitter,0,1
B001243,2022Q1,2022,-0.9796166349133403,676,Republican Party,S,Twitter,0,1
B001243,2022Q2,2022,-0.9395742853403142,518,Republican Party,S,Twitter,0,1
B001243,2022Q3,2022,-0.8990743019092805,670,Republican Party,S,Twitter,0,1
B001243,2022Q4,2022,-0.8826511977039035,500,Republican Party,S,Twitter,0,1
B001248,2013Q1,2013,0.2458912030156221,62,Republican Party,H,Twitter,0,1
B001248,2013Q2,2013,-0.022482530997876903,75,Republican Party,H,Twitter,0,1
B001248,2013Q3,2013,-0.15341072042132423,171,Republican Party,H,Twitter,0,1
B001248,2013Q4,2013,-0.09142095584836592,84,Republican Party,H,Twitter,0,1
B001248,2014Q1,2014,0.15635508337506948,72,Republican Party,H,Twitter,0,1
B001248,2014Q2,2014,0.37639885500349013,142,Republican Party,H,Twitter,0,1
B001248,2014Q3,2014,0.5014640341584558,83,Republican Party,H,Twitter,0,1
B001248,2015Q1,2015,0.10414528924549528,85,Republican Party,H,Twitter,0,1
B001248,2015Q2,2015,0.1268960736276225,117,Republican Party,H,Twitter,0,1
B001248,2015Q3,2015,0.18472537186139637,68,Republican Party,H,Twitter,0,1
B001248,2015Q4,2015,0.389818274590902,82,Republican Party,H,Twitter,0,1
B001248,2016Q3,2016,0.5056103749999631,130,Republican Party,H,Twitter,0,1
B001248,2017Q1,2017,0.3478507004161021,167,Republican Party,H,Twitter,0,0
B001248,2017Q3,2017,0.4850261330092416,64,Republican Party,H,Twitter,0,0
B001248,2017Q4,2017,0.6682499278604659,52,Republican Party,H,Twitter,0,0
B001248,2018Q1,2018,0.5494887892082002,96,Republican Party,H,Twitter,0,0
B001248,2018Q2,2018,0.4410379208763865,147,Republican Party,H,Twitter,0,0
B001248,2018Q3,2018,0.4482271886411234,111,Republican Party,H,Twitter,0,0
B001248,2018Q4,2018,0.2795110622114271,124,Republican Party,H,Twitter,0,0
B001248,2019Q1,2019,0.03775703774417842,151,Republican Party,H,Twitter,1,0
B001248,2019Q2,2019,0.2153774540580392,144,Republican Party,H,Twitter,1,0
B001248,2019Q3,2019,0.5110908284554295,88,Republican Party,H,Twitter,1,0
B001248,2019Q4,2019,0.4140027993401516,122,Republican Party,H,Twitter,1,0
B001248,2020Q1,2020,0.3451291410659232,264,Republican Party,H,Twitter,1,0
B001248,2021Q1,2021,0.24954700906193408,351,Republican Party,H,Twitter,1,1
B001248,2021Q2,2021,0.054506212047238274,299,Republican Party,H,Twitter,1,1
B001248,2021Q4,2021,-0.5149693169929145,231,Republican Party,H,Twitter,1,1
B001248,2022Q3,2022,-0.46037412133840594,242,Republican Party,H,Twitter,1,1
B001251,2013Q2,2013,-0.15176775378027246,63,Democratic Party,H,Twitter,1,0
B001251,2013Q3,2013,-0.07677206028373794,142,Democratic Party,H,Twitter,1,0
B001251,2022Q1,2022,0.4240809014050121,50,Democratic Party,H,Twitter,0,0
B001257,2015Q2,2015,0.1933201691563673,103,Republican Party,H,Twitter,0,1
B001257,2015Q3,2015,0.06522891175802698,167,Republican Party,H,Twitter,0,1
B001257,2016Q2,2016,0.36996330906795666,187,Republican Party,H,Twitter,0,1
B001257,2016Q3,2016,0.274482968433813,106,Republican Party,H,Twitter,0,1
B001257,2017Q1,2017,0.4459458857752934,80,Republican Party,H,Twitter,0,0
B001257,2017Q2,2017,0.38917918649119243,90,Republican Party,H,Twitter,0,0
B001257,2017Q3,2017,0.5550115098463115,73,Republican Party,H,Twitter,0,0
B001257,2021Q2,2021,0.1225347775845195,209,Republican Party,H,Twitter,1,1
B001261,2013Q1,2013,0.2594332940727054,88,Republican Party,S,Twitter,1,1
B001261,2013Q2,2013,-0.016526644066274406,104,Republican Party,S,Twitter,1,1
B001261,2013Q3,2013,-0.2010921704767663,111,Republican Party,S,Twitter,1,1
B001261,2013Q4,2013,-0.4638399687296475,134,Republican Party,S,Twitter,1,1
B001261,2014Q1,2014,-0.14309022176068933,173,Republican Party,S,Twitter,1,1
B001261,2014Q2,2014,-0.11934270904630173,107,Republican Party,S,Twitter,1,1
B001261,2014Q3,2014,0.15185676569743958,102,Republican Party,S,Twitter,1,1
B001261,2014Q4,2014,-0.2070055487599586,105,Republican Party,S,Twitter,1,1
B001261,2015Q1,2015,0.2672740847156198,119,Republican Party,S,Twitter,0,1
B001261,2015Q2,2015,0.1560287820627104,120,Republican Party,S,Twitter,0,1
B001261,2015Q3,2015,0.022799897253053536,89,Republican Party,S,Twitter,0,1
B001261,2015Q4,2015,0.18056265402226213,89,Republican Party,S,Twitter,0,1
B001261,2016Q1,2016,0.19628649147790486,73,Republican Party,S,Twitter,0,1
B001261,2016Q2,2016,0.08582555999659365,62,Republican Party,S,Twitter,0,1
B001261,2016Q3,2016,0.2979352526194667,58,Republican Party,S,Twitter,0,1
B001261,2017Q1,2017,0.370026639869433,63,Republican Party,S,Twitter,0,0
B001261,2017Q2,2017,0.4502836512071449,25,Republican Party,S,Twitter,0,0
B001261,2017Q3,2017,0.06409505058998145,39,Republican Party,S,Twitter,0,0
B001261,2017Q4,2017,0.05865129527992045,63,Republican Party,S,Twitter,0,0
B001261,2018Q1,2018,0.22617320177382044,85,Republican Party,S,Twitter,0,0
B001261,2018Q2,2018,0.4156694209062249,52,Republican Party,S,Twitter,0,0
B001261,2018Q3,2018,0.1160438924181229,68,Republican Party,S,Twitter,0,0
B001261,2019Q1,2019,0.05915697867349524,65,Republican Party,S,Twitter,0,0
B001261,2019Q2,2019,0.4495743071034277,86,Republican Party,S,Twitter,0,0
B001261,2019Q3,2019,0.2722499387165472,62,Republican Party,S,Twitter,0,0
B001261,2019Q4,2019,0.28235560920813674,77,Republican Party,S,Twitter,0,0
B001261,2020Q1,2020,0.15707392011991286,143,Republican Party,S,Twitter,0,0
B001261,2020Q2,2020,0.2529804736531849,74,Republican Party,S,Twitter,0,0
B001261,2020Q3,2020,-0.008175839111372454,98,Republican Party,S,Twitter,0,0
B001261,2020Q4,2020,0.011830308681842972,83,Republican Party,S,Twitter,0,0
B001261,2021Q1,2021,-0.38928256786397963,157,Republican Party,S,Twitter,0,1
B001261,2021Q2,2021,-0.18527452858486368,157,Republican Party,S,Twitter,0,1
B001261,2021Q3,2021,-0.6947577921371525,154,Republican Party,S,Twitter,0,1
B001261,2021Q4,2021,-0.6327080279825406,132,Republican Party,S,Twitter,0,1
B001261,2022Q1,2022,-0.3102734801550003,145,Republican Party,S,Twitter,0,1
B001261,2022Q2,2022,-0.10832225441542821,138,Republican Party,S,Twitter,0,1
B001261,2022Q3,2022,-0.42401749561307805,104,Republican Party,S,Twitter,0,1
B001267,2013Q2,2013,0.1947107583957809,52,Democratic Party,S,Twitter,0,0
B001267,2013Q3,2013,0.4699819125852818,25,Democratic Party,S,Twitter,0,0
B001267,2015Q1,2015,0.49454518457275026,61,Democratic Party,S,Twitter,1,0
B001267,2016Q2,2016,0.24123784328436454,46,Democratic Party,S,Twitter,1,0
B001267,2017Q3,2017,0.12502764795037008,261,Democratic Party,S,Twitter,1,1
B001267,2017Q4,2017,0.039555108575820765,275,Democratic Party,S,Twitter,1,1
B001267,2022Q1,2022,0.5268983572484651,257,Democratic Party,S,Twitter,1,0
B001270,2018Q2,2018,-0.5322423099347489,136,Democratic Party,H,Twitter,1,1
B001270,2020Q4,2020,-0.17157067434092968,74,Democratic Party,H,Twitter,0,1
B001274,2013Q2,2013,-0.31638315861987043,32,Republican Party,H,Twitter,0,1
B001274,2013Q3,2013,0.22782590994187848,16,Republican Party,H,Twitter,0,1
B001274,2013Q4,2013,-0.14437667484293418,15,Republican Party,H,Twitter,0,1
B001275,2013Q2,2013,0.3108494802346848,166,Republican Party,H,Twitter,0,1
B001275,2016Q1,2016,0.12773527733943763,26,Republican Party,H,Twitter,0,1
B001277,2013Q1,2013,-0.1210805502027027,113,Democratic Party,S,Twitter,0,0
B001277,2013Q2,2013,-0.283286817766451,154,Democratic Party,S,Twitter,0,0
B001277,2013Q3,2013,-0.197433863767537,122,Democratic Party,S,Twitter,0,0
B001277,2013Q4,2013,-0.19158032708831388,94,Democratic Party,S,Twitter,0,0
B001277,2014Q1,2014,0.025175869213451326,196,Democratic Party,S,Twitter,0,0
B001277,2014Q2,2014,0.15628998628513813,532,Democratic Party,S,Twitter,0,0
B001277,2014Q3,2014,0.08316153308524957,391,Democratic Party,S,Twitter,0,0
B001277,2014Q4,2014,0.06673266177629289,337,Democratic Party,S,Twitter,0,0
B001277,2015Q1,2015,0.16660096616583647,418,Democratic Party,S,Twitter,1,0
B001277,2015Q2,2015,0.20024160909775032,378,Democratic Party,S,Twitter,1,0
B001277,2015Q3,2015,-0.1480274053968634,213,Democratic Party,S,Twitter,1,0
B001277,2015Q4,2015,0.097811805189609,184,Democratic Party,S,Twitter,1,0
B001277,2016Q1,2016,0.2824452198506898,350,Democratic Party,S,Twitter,1,0
B001277,2016Q2,2016,0.18896738792796844,288,Democratic Party,S,Twitter,1,0
B001277,2016Q3,2016,0.025411029699797617,376,Democratic Party,S,Twitter,1,0
B001277,2017Q1,2017,-0.3507041449798565,329,Democratic Party,S,Twitter,1,1
B001277,2017Q2,2017,-0.3468780049125716,399,Democratic Party,S,Twitter,1,1
B001277,2017Q3,2017,-0.5545518066398011,506,Democratic Party,S,Twitter,1,1
B001277,2017Q4,2017,-0.6002398686700358,627,Democratic Party,S,Twitter,1,1
B001277,2018Q1,2018,-0.5971059924223366,607,Democratic Party,S,Twitter,1,1
B001277,2018Q2,2018,-0.5103155439903883,362,Democratic Party,S,Twitter,1,1
B001277,2018Q3,2018,-0.6007296316172678,378,Democratic Party,S,Twitter,1,1
B001277,2018Q4,2018,-0.4442202914501756,391,Democratic Party,S,Twitter,1,1
B001277,2019Q1,2019,-0.4162356672504803,433,Democratic Party,S,Twitter,1,1
B001277,2019Q3,2019,-0.36715375845103365,373,Democratic Party,S,Twitter,1,1
B001277,2020Q3,2020,-0.38282311450316897,435,Democratic Party,S,Twitter,1,1
B001277,2020Q4,2020,-0.39492296063171345,395,Democratic Party,S,Twitter,1,1
B001277,2021Q1,2021,-0.23603805774448136,437,Democratic Party,S,Twitter,1,0
B001277,2021Q2,2021,-0.14798265883693934,442,Democratic Party,S,Twitter,1,0
B001277,2021Q4,2021,-0.14679661565566954,300,Democratic Party,S,Twitter,1,0
B001277,2022Q2,2022,-0.15255533914934274,364,Democratic Party,S,Twitter,1,0
B001278,2013Q2,2013,0.21090427419841432,66,Democratic Party,H,Twitter,1,0
B001278,2014Q2,2014,0.3560929441423799,77,Democratic Party,H,Twitter,1,0
B001278,2014Q3,2014,0.4544052144579028,53,Democratic Party,H,Twitter,1,0
B001278,2015Q1,2015,0.21910766746854343,60,Democratic Party,H,Twitter,1,0
B001278,2015Q2,2015,0.24025406557200824,47,Democratic Party,H,Twitter,1,0
B001278,2017Q1,2017,-0.322121916535204,108,Democratic Party,H,Twitter,1,1
B001278,2018Q3,2018,0.19368104559433877,211,Democratic Party,H,Twitter,1,1
B001278,2019Q4,2019,0.39364474198535404,292,Democratic Party,H,Twitter,0,1
B001278,2020Q1,2020,0.37079517365116116,349,Democratic Party,H,Twitter,0,1
B001278,2021Q2,2021,0.5674048578117306,310,Democratic Party,H,Twitter,0,0
B001278,2022Q2,2022,0.4975869582137046,406,Democratic Party,H,Twitter,0,0
